Job title ,Hiring Company,Comapny Address,Shift,Links
ERP Business Analyst,YDS yasar digital services ,"Sheikh Zayed, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/iNMD4eloW3pR-ERP-Business-Analyst-YDS-yasar-digital-services-Giza-Egypt?o=299&l=sp&t=sj&a=data science|search-v3|hpb|spbg
System Administrator,korAddiction Sports Development & Entertainment,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EoLNMJvN3Amm-System-Administrator-korAddiction-Sports-Development-Entertainment-Cairo-Egypt?o=300&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .Net Developer,QOAD ,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZjEtDoncR8zL-Senior-Net-Developer-QOAD-Cairo-Egypt?o=301&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack .Net Developer,Smart IT,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qOdfQgqm6P2d-Senior-Full-Stack-Net-Developer-Smart-IT-Cairo-Egypt?o=302&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Engineer - Android,Naqla,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sSdp9VDktPJe-Senior-Software-Engineer---Android-Naqla-Cairo-Egypt?o=303&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior PHP Developer - Cairo,MitchDesigns,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/cykcRwnurZ6V-Junior-PHP-Developer---Cairo-MitchDesigns-Cairo-Egypt?o=304&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Quality Assurance Specialist,Smart IT,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sGuXffJRregD-Senior-Software-Quality-Assurance-Specialist-Smart-IT-Cairo-Egypt?o=305&l=sp&t=sj&a=data science|search-v3|hpb|spbg
.NET Software Developer (Internship),SmartTech Systems,"Nasr City, Cairo, Egypt ",Internship,https://wuzzuf.net/jobs/p/IFvjOG5NJzeU-NET-Software-Developer-Internship-SmartTech-Systems-Cairo-Egypt?o=306&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior PHP System Architect,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ubYi5mW7OF2U-Senior-PHP-System-Architect-Cairo-Egypt?o=307&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Network Support Specialist - Revenue Management & Broadband,Etisalat Misr,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sZhqclQ6HOji-Network-Support-Specialist---Revenue-Management-Broadband-Etisalat-Misr-Cairo-Egypt?o=308&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Dot Net Team Leader,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KUGpDfKGELtA-Dot-Net-Team-Leader-Cairo-Egypt?o=309&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Production Manager- El Minya,(Delta Textile Egypt),"New Menia, Minya, Egypt ",Full time,https://wuzzuf.net/jobs/p/qLZhB6HaSUV6-Production-Manager--El-Minya-Delta-Textile-Egypt-Minya-Egypt?o=310&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Head,Azza Fahmy Jewellery,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ot5FOe1BtVVv-IT-Head-Azza-Fahmy-Jewellery-Giza-Egypt?o=311&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Infor ERP System Senior Engineer,Ibn Sina Pharma,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zHydbUh9rlXd-Infor-ERP-System-Senior-Engineer-Ibn-Sina-Pharma-Cairo-Egypt?o=312&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front-End Developer (React JS),Arabian Systems,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ilA8rGI48NbU-Senior-Front-End-Developer-React-JS-Arabian-Systems-Cairo-Egypt?o=313&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Flutter Developer,DEVOPSolution,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zYBSq9eQb7ID-Flutter-Developer-DEVOPSolution-Cairo-Egypt?o=314&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Confidential -,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/o2ss3eibonvq-Senior-Android-Developer-Alexandria-Egypt?o=315&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,Saudi German Hospital ,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/xx5953X5AroP-IT-Manager-Saudi-German-Hospital-Alexandria-Egypt?o=316&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mongo DB Developer/Administrator,A1Softech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Y3bpkxRbK3PW-Mongo-DB-DeveloperAdministrator-A1Softech-Cairo-Egypt?o=317&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Front End Developer,CHUIFY LIMITED,"Nairobi, Kenya ",Freelance / Project,https://wuzzuf.net/jobs/p/e7v0Z8w5iglR-Front-End-Developer-CHUIFY-LIMITED-Nairobi-Kenya?o=318&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Developer,SURE International Technology,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/bd9eV5A2DfzH-iOS-Developer-SURE-International-Technology-Cairo-Egypt?o=319&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Cyber Security IT Assurance Senior Specialist,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pX9LgGiOmDV0-Cyber-Security-IT-Assurance-Senior-Specialist-Cairo-Egypt?o=320&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer,alfaheed group,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/YZIzhPAlgPvS-PHP-Developer-alfaheed-group-Cairo-Egypt?o=321&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back-End Developer,Digital Experts ,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5FyzlWfL8oaA-Back-End-Developer-Digital-Experts-Cairo-Egypt?o=322&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Developer,Artificial Intelligence and Data Mining (AIDM),"Jeddah, Saudi Arabia ",Work from home,https://wuzzuf.net/jobs/p/Dsj7GDd8p5Od-Full-Stack-Developer-Artificial-Intelligence-and-Data-Mining-AIDM-Jeddah-Saudi-Arabia?o=323&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Information Security Engineer,Tanmeyah,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MYe5ynRL04RC-Senior-Information-Security-Engineer-Tanmeyah-Cairo-Egypt?o=324&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Quality Assurance Associate - German Speaker,Expleo,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EDhZgqvPr7Ad-Quality-Assurance-Associate---German-Speaker-Expleo-Cairo-Egypt?o=325&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sales & Technical Support Engineer - Mansoura,Sigma for Imp & Exp & Opera hearing Solutions,"Mansoura, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/a3Us1N8lmdiU-Sales-Technical-Support-Engineer---Mansoura-Sigma-for-Imp-Exp-Opera-hearing-Solutions-Dakahlia-Egypt?o=326&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sales & Technical Support Engineer - Tanta,Sigma for Imp & Exp & Opera hearing Solutions,"Tanta, Gharbia, Egypt ",Full time,https://wuzzuf.net/jobs/p/O7BQYv48l7Ug-Sales-Technical-Support-Engineer---Tanta-Sigma-for-Imp-Exp-Opera-hearing-Solutions-Gharbia-Egypt?o=327&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Scientific Community Coordinator | Paid Internship,Chitosan.egypt,"Giza, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/lqm8uJ4Er0TJ-Scientific-Community-Coordinator-Paid-Internship-Chitosan-egypt-Giza-Egypt?o=328&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Owner,Confidential -,"Victoria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/xTCNInPxv1L2-Product-Owner-Alexandria-Egypt?o=329&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Devops Engineer,Coral Technology,"Nasr City, Cairo, Egypt ",Internship,https://wuzzuf.net/jobs/p/2b9dQ1hoSNMt-Devops-Engineer-Coral-Technology-Cairo-Egypt?o=330&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Java Developer,iConsult,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/l1XCGFo9s18C-Full-Stack-Java-Developer-iConsult-Cairo-Egypt?o=331&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Pentaho Developer (BI Skills).,Cegedim,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/c1NWbB63WXdB-Pentaho-Developer-BI-Skills-Cegedim-Cairo-Egypt?o=332&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sr. Backend Developer,AFKAR Technology,"Smart Village, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/y3VNe90gCbv6-Sr-Backend-Developer-AFKAR-Technology-Giza-Egypt?o=333&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Manager,Confidential -,"Victoria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/iJ1NjIZdIGMM-Product-Manager-Alexandria-Egypt?o=334&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester (QC),Fixed Solutions,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/71g8tLw6LbmK-Software-Tester-QC-Fixed-Solutions-Cairo-Egypt?o=335&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Sales Representative,Ortho-House for Medical Services,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Duk8YrN2qXkO-Medical-Sales-Representative-Ortho-House-for-Medical-Services-Cairo-Egypt?o=336&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/4UyHsv5DmrmS-Senior-Android-Developer-Cairo-Egypt?o=337&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Presales Consultant,SURE International Technology,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kdxWogRdsWQB-Senior-Presales-Consultant-SURE-International-Technology-Cairo-Egypt?o=338&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Sales Representative - Alexandria,Ortho-House for Medical Services,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/WUH3j1XIHNTB-Medical-Sales-Representative---Alexandria-Ortho-House-for-Medical-Services-Alexandria-Egypt?o=339&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Sales Representative - Upper Egypt,Ortho-House for Medical Services,"Assiut, Egypt ",Full time,https://wuzzuf.net/jobs/p/QQMx5KdMqDCR-Medical-Sales-Representative---Upper-Egypt-Ortho-House-for-Medical-Services-Assiut-Egypt?o=340&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Sales Representative - Delta Area,Ortho-House for Medical Services,"Gharbia, Egypt ",Full time,https://wuzzuf.net/jobs/p/zR5PDkpPmJFO-Medical-Sales-Representative---Delta-Area-Ortho-House-for-Medical-Services-Gharbia-Egypt?o=341&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Business Intelligence Manager - IT,Raya Customer Experience,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/PWT5PFulBn39-Business-Intelligence-Manager---IT-Raya-Contact-Center-Giza-Egypt?o=342&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester (Dentist),360Imaging,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/8es6RxUaN0m4-Software-Tester-Dentist-360Imaging-Giza-Egypt?o=343&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior System Administrator,Ahl Masr Foundation,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/PsCL5cnxd49m-Senior-System-Administrator-Ahl-Masr-Foundation-Cairo-Egypt?o=344&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Linux Administrator - (Remote),ServerHub,"Dallas, United States ",Full time,https://wuzzuf.net/jobs/p/wUvh25XwmKpB-Linux-Administrator---Remote-ServerHub-Dallas-United-States?o=345&l=sp&t=sj&a=data science|search-v3|hpb|spbg
District Manager-Cairo,Dulex Lab,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/yN8Na0J1qXde-District-Manager-Cairo-Dulex-Lab-Cairo-Egypt?o=346&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Manager,MRI Egypt,"Mansoura, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/kvANF7VB8ZBx-IT-Manager-MRI-Egypt-Dakahlia-Egypt?o=347&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior iOS Developer,Confidential -,"Victoria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/BpXSPS9LPCBx-Senior-iOS-Developer-Alexandria-Egypt?o=348&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Oracle Financial Consultant,Cairo Three A  for International Industries.,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/42xWlyzX7Zb1-Senior-Oracle-Financial-Consultant-Cairo-Three-A-for-International-Industries-Cairo-Egypt?o=349&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Developer - Tanta,Creative Minds,"Tanta, Gharbia, Egypt ",Full time,https://wuzzuf.net/jobs/p/9ENeSW89yr4Y-PHP-Developer---Tanta-Creative-Minds-Gharbia-Egypt?o=350&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Application Support Specialist,Etisalat Misr,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/1Hf6Qli6xUoN-Application-Support-Specialist-Etisalat-Misr-Cairo-Egypt?o=351&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Front End Developer Angular,700 apps,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dLXYa6UXSkl6-Senior-Front-End-Developer-Angular-700-apps-Cairo-Egypt?o=352&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle Database Supervisor,Bariq/Raya Holding,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ulgOPosKn5yd-Oracle-Database-Supervisor-BariqRaya-Holding-Giza-Egypt?o=353&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Technical Lead,Confidential -,"Victoria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/34ZWphVfOYVm-Software-Technical-Lead-Alexandria-Egypt?o=354&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web Developer - Alexandria,Flojics,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/zT6zfUs7Bu4y-Web-Developer---Alexandria-Flojics-Alexandria-Egypt?o=355&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sales Technical Support Outdoor Engineer - Cairo,Sigma for Imp & Exp & Opera hearing Solutions,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/00yGccHrpIFq-Sales-Technical-Support-Outdoor-Engineer---Cairo-Sigma-for-Imp-Exp-Opera-hearing-Solutions-Cairo-Egypt?o=356&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Administration Manager,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/8FF5MG8SM064-IT-Administration-Manager-Caduceus-Lane-Alexandria-Egypt?o=357&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Cyber Security Senior Engineer,Ibn Sina Pharma,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/oriqNXHWjDS6-Cyber-Security-Senior-Engineer-Ibn-Sina-Pharma-Cairo-Egypt?o=358&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Confidential -,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Cv3f58aHwdje-Senior-Android-Developer-Giza-Egypt?o=359&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Mobile Developer - Tanta,Creative Minds,"Tanta, Gharbia, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/IU3u8GQvobhx-iOS-Mobile-Developer---Tanta-Creative-Minds-Gharbia-Egypt?o=360&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Representative,Veexia,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/g3T6vmK7YBV1-Medical-Representative-Veexia-Cairo-Egypt?o=361&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Engineer - Backend Development (Python Django),Synapse Analytics,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zU2KNX6nyy1U-Software-Engineer---Backend-Development-Python-Django-Synapse-Analytics-Cairo-Egypt?o=362&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Quality Assurance Analyst,Jumia,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/vrVzVdXCiSPP-Quality-Assurance-Analyst-Jumia-Cairo-Egypt?o=363&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Owner,HyperPay,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5areeBykgr19-Product-Owner-HyperPay-Cairo-Egypt?o=364&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Technical Consultant ( Java/ SQL),Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/77jVOltNbl0f-Technical-Consultant-Java-SQL-Flairstech-Cairo-Egypt?o=365&l=sp&t=sj&a=data science|search-v3|hpb|spbg
UX/UI Designer,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lFQ6hsxcRy5S-UXUI-Designer-Cairo-Egypt?o=366&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Quality Control Engineer,BI-Technologies,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/ksuDOEDccKep-Senior-Software-Quality-Control-Engineer-BI-Technologies-Cairo-Egypt?o=367&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Key Management Officer,Masria Digital Payment (MDP),"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/jOQlPCTMT2v2-Key-Management-Officer-Masria-Digital-Payment-MDP-Cairo-Egypt?o=368&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Systems Analyst,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ImOtWYBlEkfE-Systems-Analyst-Cairo-Egypt?o=369&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Business Analyst,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ly5B5yXvE6Mq-Senior-Business-Analyst-Cairo-Egypt?o=370&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back-End Developer - Alexandria,Stylish Eve,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/C1nvti7yHTjy-Back-End-Developer---Alexandria-Stylish-Eve-Alexandria-Egypt?o=371&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Product Owner,Confidential -,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/aloyQr6cf2HT-Senior-Product-Owner-Cairo-Egypt?o=372&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Development Team Leader,Mercury Communications,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/VlOqf3N7RbWS-Development-Team-Leader-Mercury-Communications-Cairo-Egypt?o=373&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Network Infrastructure Engineer,Mantrac,"10th of Ramadan City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/xF9lG18DmCvi-Senior-Network-Infrastructure-Engineer-Mantrac-Cairo-Egypt?o=374&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer,Onecard,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/bbSAgectQg3r-Senior-Java-Developer-Onecard-Cairo-Egypt?o=375&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ERP Functional Consultant (Lead Integrator),Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/voz1R0T45RJL-ERP-Functional-Consultant-Lead-Integrator-Flairstech-Cairo-Egypt?o=376&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior IOS Mobile Developer - Alexandria,Softxpert Incorporation ,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/A5dcpL24eQZo-Senior-IOS-Mobile-Developer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=377&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Head,3D Diagnostix,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HxWzQBP4trwu-IT-Head-3D-Diagnostix-Cairo-Egypt?o=378&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Technical Support Agent - US Account (Alexandria),Flairstech,"Smouha, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/ePYGKRNCZVRi-Technical-Support-Agent---US-Account-Alexandria-Flairstech-Alexandria-Egypt?o=379&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Developer - CRM,Veripark,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/n2g5wrhGDzTw-Software-Developer---CRM-Veripark-Cairo-Egypt?o=380&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web Developer - Alexandria,Confidential -,"Alexandria, Egypt ",Work from home,https://wuzzuf.net/jobs/p/fnatmOLZ71xL-Web-Developer---Alexandria-Alexandria-Egypt?o=381&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior DevOps Engineer - Cairo,MoneyFellows,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8KKdB3uiLvI8-Senior-DevOps-Engineer---Cairo-MoneyFellows-Cairo-Egypt?o=382&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Junior Network & Security Engineer,GrowUp Technology Solutions,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Zs8iKXHNjfoH-Junior-Network-Security-Engineer-GrowUp-Technology-Solutions-Cairo-Egypt?o=383&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Front End Developer,Extreme Solution,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/J6R8vjNSSPOn-Front-End-Developer-Extreme-Solution-Cairo-Egypt?o=384&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Technical Studies Engineer,Incotech for Electrical Industries,"Nozha, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/IaJAeHZREZ6o-Senior-Technical-Studies-Engineer-Incotech-for-Electrical-Industries-Cairo-Egypt?o=385&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Infrastructure IT Manager - Microsoft Dynamics 365,Al-Nasser ,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/71KIzG6Ej0s2-Infrastructure-IT-Manager---Microsoft-Dynamics-365-Al-Nasser-Giza-Egypt?o=386&l=sp&t=sj&a=data science|search-v3|hpb|spbg
L1 SOC Analyst,Masria Digital Payment (MDP),"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0YrL50XSC9XF-L1-SOC-Analyst-Masria-Digital-Payment-MDP-Cairo-Egypt?o=387&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Quality Manager,iHorizons,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/IMwAqp0URqQA-Software-Quality-Manager-iHorizons-Cairo-Egypt?o=388&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Odoo Development Specialist,Smart IT,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KhWofoJgB2LC-Senior-Odoo-Development-Specialist-Smart-IT-Cairo-Egypt?o=389&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Staff Backend Engineer - Customer Team,Nana,"Sheraton, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/TCGpKfHDbk0Z-Staff-Backend-Engineer---Customer-Team-Nana-Cairo-Egypt?o=390&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Ios Developer,Confidential -,"Giza, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/wtdcVH9nyJNo-Senior-Ios-Developer-Giza-Egypt?o=391&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Computer Vision & Deep Learning Developer,Fruitful Solutions,"New Nozha, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/4l5ZyPAUKO4C-Computer-Vision-Deep-Learning-Developer-Fruitful-Solutions-Cairo-Egypt?o=392&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Developer,VA Computing Egypt,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/ICA5QPDVSgLf-iOS-Developer-VA-Computing-Egypt-Cairo-Egypt?o=393&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Developer (Micro-Services),DIRAC SYSTEMS,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/x1pEa1ZIgneu-Senior-Java-Developer-Micro-Services-DIRAC-SYSTEMS-Cairo-Egypt?o=394&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior PHP Developer - Laravel,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dAGetrn0jUXV-Senior-PHP-Developer---Laravel-Cairo-Egypt?o=395&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Front End Developer,Adwat,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/9cl68hcbPChW-Front-End-Developer-Adwat-Alexandria-Egypt?o=396&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Scrum Master,Bnsights,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/XMk5I4dXvp2m-Scrum-Master-Bnsights-Cairo-Egypt?o=397&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Owner,Dexef,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MKan4uehSWU8-Product-Owner-Dexef-Cairo-Egypt?o=398&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Supervisor,LC Waikiki,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/gOXsxrQTMrjf-IT-Supervisor-LC-Waikiki-Cairo-Egypt?o=399&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Software Engineer - Alexandria,AL-Matar,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/qVVayWEDkbtY-iOS-Software-Engineer---Alexandria-AL-Matar-Alexandria-Egypt?o=400&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Full Stack Developer (Go/JavaScript),360Imaging,"Dokki, Giza, Egypt ",Part time,https://wuzzuf.net/jobs/p/qZYLFv9uceuS-Full-Stack-Developer-GoJavaScript-360Imaging-Giza-Egypt?o=401&l=sp&t=sj&a=data science|search-v3|hpb|spbg
